Label,Shuffle,Speaker,Party,Activation,Sentiment,englishHansard
0000076,0.049356,Andrew Nuttall,CPC,8,0, When will the Prime Minister stop treating hard-working Canadians like tax cheats and go after his own crew?
0000461,0.050716,"Hon. Rona Ambrose (Leader of the Opposition, CPC)",CPC,6,7,"NAFTA has created jobs, helped our economy grow, and provided market certainty to Canadian exporters for years."
0000914,0.051393,"Mr. Andrew Saxton (Parliamentary Secretary to the Minister of Finance, CPC)",CPC,8,0,"The Liberal leader's same old high-tax, high-debt agenda is perhaps underpinned by his position that a budget can simply balance itself. "
0000079,0.051842,Nathan Cullen,NDP,7,2,For years they fought against the release of the so-called tax gap in Canada.
0000835,0.053230,"Hon. Pierre Poilievre (Minister of Employment and Social Development and Minister for Democratic Reform, CPC)",CPC,7,2,"They are proposing a new $1,000 payroll tax on every single worker in Canada. "
0000957,0.054557,"Mr. Murray Rankin (Victoria, NDP)",NDP,8,1,When will the government give up its unjustifiable attack on Canadian charities?
0000510,0.054590,"Hon. Jody Wilson-Raybould (Minister of Justice and Attorney General of Canada, Lib.)",LIB,6,9,"What we have done is institute an open and transparent process for judicial appointments and, unprecedentedly, have put online application forms wherein anyone can apply to be on the Judicial Advisory Committee."
0000765,0.055659,"Mr. James Bezan (Selkirk—Interlake—Eastman, CPC)",CPC,7,3,"Mr. Speaker, yesterday the defence minister said our past military activity was a mistake."
0000324,0.055793,"L’hon. Bardish Chagger (leader du gouvernement à la Chambre des communes et ministre de la Petite Entreprise et du Tourisme, Lib.)",LIB,6,8,"We are going to keep working for Canadians every day, and I encourage the member to work with us so that we can get more done together."
0000067,0.056238,Carla Qualtrough,LIB,7,1,"While the previous government spent $309 million on the systems, booked savings of $70 million a year, and let go of hundreds of employees in order to falsely balance its budget—"
0000633,0.058620,"Hon. Steven Blaney (Bellechasse—Les Etchemins—Lévis, CPC)",CPC,7,1,Is the minister trying to engage in some sort of political sleight-of-hand in order to lead Canadians astray?
0000591,0.060341,"Mr. Blake Richards (Banff—Airdrie, CPC)",CPC,8,2,"Politicians making the decision, or will the minister actually drop the talking points and leave this decision directly in the hands of Canadians through a referendum?"
0000987,0.060908,"Mrs. Carol Hughes (Algoma—Manitoulin—Kapuskasing, NDP)",NDP,8,1," Will the minister recognize this crisis and work with these communities so they get the protection they need and deserve, or will the government continue to turn a blind eye and continue to put people at risk?"
0000122,0.061902,Bardish Chagger,LIB,5,6,This rate was 11% in 2015 and will be lowered to 9% by 2019.
0000745,0.062531,"Mr. Phil McColeman (Brantford—Brant, CPC)",CPC,6,3,"If not, what was the point of the mandate letter?"
0000327,0.062883,"Hon. Michelle Rempel (Calgary Nose Hill, CPC)",CPC,7,0,How much will the government pay in Canadian taxpayers' dollars to support its ill-fated refugee plan?
0000126,0.063319,Jean-Claude Poissant,LIB,6,3,I also said that the United States' proposals are unacceptable.
0000732,0.064093,"Hon. Bill Morneau (Minister of Finance, Lib.)",LIB,5,7,We will invest and this ratio will grow at a lower rate than in the past 10 years.
0000492,0.065307,"Mr. Blaine Calkins (Red Deer—Lacombe, CPC)",CPC,7,3,The Prime Minister's own rules clearly state ministers should not grant preferential access to stakeholders.
0000844,0.065706,"Hon. John McCallum (Markham—Unionville, Lib.)",LIB,7,2,"Will the government confront this new reality, bring in a new fiscal update before this session ends, and most important, come up with a real plan for jobs and growth?"
0000432,0.065867,"Mr. Blaine Calkins (Red Deer—Lacombe, CPC)",CPC,7,3,The Cannabis Friendly Business Association paid the entrance fee and got their 10 minutes of face time with the parliamentary secretary to the Minister of Justice.
0000624,0.069462,"Mr. Alain Rayes (Richmond—Arthabaska, CPC)",CPC,7,3,Can the minister reassure us that she will do everything she can to convince the Prime Minister of Canada of the importance of holding a referendum to consult all Canadians?
0000709,0.069843,"Mr. Geng Tan (Don Valley North, Lib.)",LIB,6,4,"Mr. Speaker, with the CETA agreement, started by the previous government, stalled since September 2014, I was thrilled to learn that our government was able to get the talks back on track for signature and implementation next year."
0000489,0.070284,"Hon. Bardish Chagger (Leader of the Government in the House of Commons and Minister of Small Business and Tourism, Lib.)",LIB,5,7,Those rules are open and transparent.
0000296,0.070801,"Ms. Kim Rudd (Parliamentary Secretary to the Minister of Natural Resources, Lib.)",LIB,5,8,"Mr. Speaker, Canada's forestry sector is very important to our communities, and a stable and predictable market helps promote economic development and good jobs. "
0000433,0.072223,"Hon. Carolyn Bennett (Minister of Indigenous and Northern Affairs, Lib.)",LIB,6,3,"Given the significant impact the decision could have on the independent assessment process, the government decided to—"
0000496,0.078457,"Hon. Amarjeet Sohi (Minister of Infrastructure and Communities, Lib.)",LIB,7,10,"Mr. Speaker, I am proud of the unprecedented level of co-operation we have with the Federation of Canadian Municipalities and the big city mayors."
0000741,0.082405,"Hon. Rona Ambrose (Leader of the Opposition, CPC)",CPC,7,2,"Instead, the Prime Minister is refusing to support energy east."
0000609,0.082613,"Mr. Serge Cormier (Parliamentary Secretary to the Minister of Fisheries, Oceans and the Canadian Coast Guard, Lib.)",LIB,6,4,"The commissioner recommended screening measures for the minister's office, and the minister will recuse himself from any discussion or decision involving Mr. Irving and his businesses."
0000582,0.083022,"Hon. John McKay (Parliamentary Secretary to the Minister of National Defence, Lib.)",LIB,6,2,"Today, we are risk-managing a gap between our NORAD commitments and our NATO commitments, in part because we inherited a bit of a mess from the previous government. "
0000093,0.083087,Helene Laverdiere,NDP,7,2,"When will this government do what it promised, what the UN has asked for, what the rest of the world expects from Canada and—"
0000340,0.083451,"Hon. Hunter Tootoo (Nunavut, Ind.)",IND,2,5," Mr. Speaker, my question is for the Prime Minister."
0000293,0.084535,"Hon. Diane Finley (Haldimand—Norfolk, CPC)",CPC,7,0," If the Liberals will not demand accountability from Bombardier executives, how can taxpayers believe they will demand accountability for the loan?"
0000077,0.086507,Marilyn Gladu,CPC,7,0,When will the minister finally tell her tax collectors to lay off sick and vulnerable Canadians and focus on real tax cheats?
0000543,0.087786,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",LIB,7,1," Mr. Speaker, after 10 years under the reign of a government with the worst record in economic growth since R. B. Bennett and the Great Depression, Canadians needed a government that was ready to invest in their communities and ready to put more money in the pockets of the middle class by asking more of the wealthy."
0000855,0.088089,"Mr. Charlie Angus (Timmins—James Bay, NDP)",NDP,7,2, We are on the eve of a new Auditor General report that could put 14 senators in jail.
0000954,0.091148,"Hon. Diane Finley (Minister of Public Works and Government Services, CPC)",CPC,6,0,It is unfortunate that the NDP voted against this program that has benefited virtually all of their constituents.
0000544,0.091381,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",LIB,6,8,That is why we are working with the provinces and our partners in industry to ensure that we reduce our greenhouse gas emissions.
0000016,0.091796,Jean-Yves Duclos,LIB,6,10,We have been working very hard over the past two years to make a number of benefits more flexible and more generous.
0000712,0.093409,"Hon. Rona Ambrose (Leader of the Opposition, CPC)",CPC,7,3,"Mr. Speaker, tonight, the Prime Minister is going to be in Washington with his pals at the Center for American Progress. "
0000509,0.095958,"Ms. Kate Young (Parliamentary Secretary to the Minister of Transport, Lib.)",LIB,6,7,We will take the necessary action on the findings to enhance marine safety in Canada.
0000854,0.096619,"Hon. Steven Blaney (Minister of Public Safety and Emergency Preparedness, CPC)",CPC,6,8,"While training and procurement are matters that fall under the direct purview of the RCMP, our government supports Canada's law enforcement agencies with legislative tools, resources like we find in budget 2015, that the member could support, which they need to get the job done, fighting crime and ensuring the safety and security of our communities."
0000769,0.097336,"Hon. Carolyn Bennett (Minister of Indigenous and Northern Affairs, Lib.):  ",LIB,6,7,We will work with first nations and achieve the goal of transparency and accountability with them.
0000378,0.097378,"Hon. Harjit S. Sajjan (Minister of National Defence, Lib.)",LIB,6,7,"With any mission that we send our troops on, we are making sure we are going to have the right impact on the ground."
0000189,0.097981,Pierre Paul-Hus,CPC,7,1,"For the past year, the opposition, experts, and the military have been telling the government to stop misleading Canadians with the unnecessary purchase of 18 Super Hornets. "
0000310,0.098184,"Mr. Blaine Calkins (Red Deer—Lacombe, CPC)",CPC,7,1,"Even the most out-of-touch Hollywood celebrity would blush at this type of spending, and 17 hundred bucks to feed a family of five on a three hour flight."
0000454,0.098228,"Hon. Chrystia Freeland (Minister of International Trade, Lib.)",LIB,7,0,"What astonishes me is that the NDP, which was able to support a trade agreement with South Korea, finds itself in 2016 unable to support the world's most progressive trade agreement."
0000032,0.099287,Ruth Ellen Brosseau,NDP,5,4,"Yesterday, the Liberals released the names of their picks for the positions of official languages and lobbying commissioner. "
0000349,0.100130,"Mr. James Bezan (Selkirk—Interlake—Eastman, CPC)",CPC,7,1,"With escalating Russian aggression, our Ukrainian allies are concerned that the Liberals have turned their backs on them again. "
0000550,0.100555,"Hon. Lawrence MacAulay (Minister of Agriculture and Agri-Food, Lib.)",LIB,7,10,Last week was a great week for Canadian agriculture.
0000080,0.102241,Joel Godin,CPC,7,2,"The Liberals are dangling tons of money before the municipalities, but some projects have been cancelled because of all of the unnecessary conditions being imposed."
0000393,0.103331,"Mr. Blaine Calkins (Red Deer—Lacombe, CPC)",CPC,8,0,"Mr. Speaker, it has come to the Prime Minister's attention that the Prime Minister has been breaking the Prime Minister's own ethical rules, so now the Prime Minister is creating new rules for the Prime Minister to follow so that the Prime Minister will no longer appear to be breaking the Prime Minister's rules. "
0000770,0.103364,"Hon. Judy Foote (Minister of Public Services and Procurement, Lib.)",LIB,6,7,"Mr. Speaker, the government takes the health and safety of all of its workers seriously and, in fact, of any visitors to our buildings. "
0000049,0.103779,Navdeep Bains,LIB,5,10,"We support work-integrated learning, which is why we invested $221 million to create more workplace opportunities in science, technology, engineering, mathematics, and in business programs."
0000090,0.103923,Wayne Stetski,NDP,6,4,"As the government moves to legalize the recreational use of cannabis, will it stand with and support economically important, small-scale outdoor farmers across Canada and ensure that they have a future, yes or no?"
0000123,0.104987,Lisa Raitt,CPC,7,2,He made the choice to attack hard-working Canadian entrepreneurs while protecting his own personal wealth. 
0000528,0.105438,"Hon. Ginette Petitpas Taylor (Moncton—Riverview—Dieppe, Lib.)",LIB,6,4,Can the Minister of Public Safety update the House on the status of the two class action lawsuits filed by the current and former women who have worked within the RCMP?
0000562,0.107156,"Mr. Mark Strahl (Chilliwack—Hope, CPC)",CPC,7,0,"Why are the Liberals so intent on threatening British Columbia families with their made-in-Ottawa, job-killing carbon tax?"
0000372,0.107848,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",LIB,6,9,"We also increased the guaranteed income supplement by $1,000 for the most vulnerable seniors."
0000631,0.107913,"Hon. Jason Kenney (Calgary Midnapore, CPC)",CPC,7,2,Why will the current Liberal government not follow the provincial precedent of a referendum on electoral reform?
0000464,0.108139,"Ms. Rachel Blaney (North Island—Powell River, NDP)",NDP,6,4,"Mr. Speaker, in their platform, the Liberals argued that the government would use its strong credit rating and leading lending authority to meet municipalities' infrastructure needs."
0000551,0.108695,"Mr. Jacques Gourde (Lévis—Lotbinière, CPC)",CPC,7,0,"Mr. Speaker, not only did they help themselves to taxpayers' money, but all week the Prime Minister defended the indefensible in an attempt to downplay the matter."
0000862,0.110365,"Hon. Thomas Mulcair (Leader of the Opposition, NDP)",NDP,6,3,When will the Prime Minister order the full Duffy audit released?
0000191,0.111148,Justin Trudeau,LIB,6,2,"However, they put forward proposals that were unfunded and that were not able to be implemented."
0000150,0.111617,Melanie Joly,LIB,6,8,I work very hard to represent it well.
0000175,0.111868,Lawrence MacAulay,LIB,6,9,"Also, for the dairy farmer, my hon. colleague must be fully aware that we have invested $350 million to make sure that the agricultural sector is on the cutting edge: $100 million for the processing sector, and $250 million for the dairy farmers."
0000668,0.112127,"Hon. Hunter Tootoo (Minister of Fisheries, Oceans and the Canadian Coast Guard, Lib.)",LIB,7,7,"I would like to inform the member and this House that actually yesterday I signed off on a whole bunch of those things, and we are addressing the backlog that is there."
0000525,0.112970,"Hon. John McCallum (Minister of Immigration, Refugees and Citizenship, Lib.)",LIB,5,7,"That said, someone whose citizenship has been revoked should have the opportunity to appeal that decision."
0000180,0.116326,Bardish Chagger,LIB,4,6,This government will continue to support it. 
0000210,0.119943,Marc Garneau,LIB,6,9,"As members know, in the 2017 budget, we did identify a national trade corridors fund, and that will also specifically recognize transportation in the north of our country, as well as the $2 billion rural and northern infrastructure—"
0000902,0.121334,"Mme Rosane Doré Lefebvre (Alfred-Pellan, NPD)",NDP,6,5,"Mr. Speaker, the Constitution states that for a senator to be appointed, “He shall be resident in the Province for which he is appointed.”"
0000199,0.122191,James Bezan,CPC,7,0,"Mr. Speaker, the Liberals are planning on closing Canadian Coast Guard stations in Gimli, Selkirk, and Kenora."
0000195,0.122851,Sean Casey,LIB,6,4,"Ms. Church has always been completely transparent about her former employer, including with the Conflict of Interest and Ethics Commissioner."
0000911,0.124866,"Right Hon. Stephen Harper (Prime Minister, CPC)",CPC,7,2,"It is not Saskatchewan, Quebec, or everywhere else where he tried to use parliamentary funds to establish party offices."
0000692,0.126298,"Hon. Dominic LeBlanc (Leader of the Government in the House of Commons, Lib.)",LIB,7,6,We have indicated at all times that the Liberal Party raises money in accordance with the provisions of the Canada Elections Act.
0000238,0.126827,Cathy McCloed,CPC,7,4,Is the minister prepared to table in this House a list of the coastal first nations that support the tanker ban and the dates on which they were consulted?
0000186,0.127008,David Lametti,LIB,6,6,"We can confirm that this process was followed with respect to Hytera's proposed acquisition of Norsat, and there are no outstanding national security concerns under the act."
0000013,0.127798,Gerard Deltell,CPC,6,4,I hope that the measures will be introduced next week at the latest so we can debate them here in the House.
0000130,0.129432,Navdeep Bains,LIB,7,8,We will work with the stakeholders and the communities to find solutions and a path forward to create more opportunities and more jobs.
0000606,0.130665,"Hon. Ralph Goodale (Minister of Public Safety and Emergency Preparedness, Lib.)",LIB,6,8,I thank the member for Kingston and the Islands for contributing to that goal.
0000714,0.130724,"Hon. Denis Lebel (Lac-Saint-Jean, CPC)",CPC,7,4,"Mr. Speaker, after years of complacency by the former Liberal government, in 2006, our Conservative government signed a softwood lumber agreement with our American partners. "
0000819,0.131553,"Ms. Christine Moore (Abitibi—Témiscamingue, NDP)",NDP,7,0,"Since then, not only have the Conservatives not followed Health Canada's recommendations, which would result in health care savings of $9 billion, but even worse they decided to abandon the regulations, which were expected in 2010."
0000082,0.132109,Bill Morneau,LIB,7,8,"For those 300,000 children who are being lifted out of poverty, for their parents, it is intensely personal."
0000115,0.132329,Seamus O'Regan,LIB,6,8,"We have access to 4,000 mental health professionals and 11 operational stress injury clinics."
0000434,0.133061,"Mr. John Barlow (Foothills, CPC)",CPC,7,0,These energy workers are relying on food banks and many are losing their homes.
0000408,0.133789,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.)",LIB,4,5,Individuals in my rural riding and others have received the postcard.
0000883,0.134251,"Ms. Roxanne James (Parliamentary Secretary to the Minister of Public Safety and Emergency Preparedness, CPC)",CPC,7,3,"However, as I stated last week, I would like point out that on this side of the House we actually support our law enforcement in Canada. "
0000325,0.135386,"Ms. Georgina Jolibois (Desnethé—Missinippi—Churchill River, NDP)",NDP,7,2,"Worse, northern families do not have access to proper information due to unreliable Internet and other crucial services."
0000627,0.136133,"Mr. Jean Rioux (Saint-Jean, Lib.)",LIB,8,10,"Since being elected, I have worked very hard, as my colleagues can attest, to achieve full independence for the Royal Military College Saint-Jean with respect to university teaching, thereby promoting the use of French, one of the pillars of our Canadian identity."
0001018,0.140474,"Mr. Matthew Dubé (Chambly—Borduas, NDP)",NDP,5,3,We need to improve this process.
0000416,0.140998,"Hon. MaryAnn Mihychuk (Minister of Employment, Workforce Development and Labour, Lib.)",LIB,8,10,"Mr. Speaker, I am proud to put on the record that, in fact, we have invested $165 million in the youth employment strategy; $73 million in work-integrated learning, giving young people the chance to get the skills they need; $85 million in union-based training; $175 million in transfers to the provinces for training; and $1.5 billion to increase Canada students grants."
0001009,0.145564,"Hon. Bernard Valcourt (Minister of Aboriginal Affairs and Northern Development, CPC)",CPC,6,9," For the member's information, the aboriginal urban strategy has been revamped and funding has been increased to communities all across Canada."
0000587,0.146641,"Hon. John McKay (Parliamentary Secretary to the Minister of National Defence, Lib.)",LIB,6,0,"Therefore, the question is based upon gossip and rumour, and wherever else the hon. member gets his source of information."
0000589,0.148290,"Mr. Bob Zimmer (Prince George—Peace River—Northern Rockies, CPC)",CPC,6,3,"Most in my riding are patiently waiting for a positive decision by the Liberals on Pacific Northwest LNG, a decision that would address the growing Liberal deficit by providing billions in revenue."
0000008,0.148418,Irene Mathyssen,NDP,7,3,Do the Liberals not agree that investigations already started need to continue under the new commissioner or do they believe they are above the law?
0000493,0.151301,"Ms. Tracey Ramsey (Essex, NDP)",NDP,6,3,"Speaking of consultations, the trade committee has been doing the minister's work of consulting on the TPP."
0000213,0.151858,John Brassard,CPC,5,5,"Less than a year ago, Madeleine Meilleur left politics to spend time with her family."
0000870,0.151930,"Mr. Paul Dewar (Ottawa Centre, NDP)",NDP,7,2,"Mr. Speaker, if the government did not get the hint already, today Ottawa city council formally voted to ask the Conservatives to move the memorial for victims of Communism back to its original site."
0000227,0.152564,Karine Trudel,NDP,7,3,Hundreds of workers and their families demonstrated in the streets to make the government understand just how much of an impact U.S. countervailing duties have had on their jobs and the local economy.
0000465,0.152753,"Mr. Guy Caron (Rimouski-Neigette—Témiscouata—Les Basques, NDP)",NDP,6,4,"During the election campaign, the Liberals said, “Interest rates are at historic lows, our current infrastructure is aging rapidly....Now is the time to invest.”"
0000981,0.153764,"Ms. Roxanne James (Parliamentary Secretary to the Minister of Public Safety and Emergency Preparedness, CPC)",CPC,6,1,That member's remark was absolutely false.
